261,60,40,173,93,39,21,81,111,22,13,105,308,225,177,301
44,27,26,33,45,36,19,24,17,13,22,35,31,36,15,15
49,31,46,37,21,22,24,19,15,13,14,28,32,36,21,24
40,31,19,28,41,19,25,25,24,22,17,34,32,38,15,26
37,26,32,39,32,28,16,21,11,14,13,31,17,40,13,29
43,29,18,24,36,21,18,39,21,18,20,27,25,28,22,28
