964,603,419,338,461,334,347,514,354,350,322,534,349,487,381,370
947,591,371,315,412,347,316,501,359,317,313,555,372,461,326,364
974,594,413,342,394,304,355,495,390,297,299,532,382,428,389,367
991,598,383,330,385,313,316,497,338,294,329,534,342,454,389,350
984,633,387,321,427,296,321,499,345,293,331,533,323,415,410,381
961,595,368,317,410,327,330,473,357,299,332,526,345,437,428,403
