voltage,dcr,dcr_err
2.0,2645.555555555556,130.56817905874325
3.0,3435.2083333333335,82.04101771652378
4.0,4708.0,185.6789194041993
5.0,5942.690476190476,78.8265075451219
6.0,7644.95,84.83294786349153
7.0,9784.575757575758,85.82864171831149
