9556,8402,8130,5899,7683,7301,5212,8774,5249,4583,5386,9705,5959,9012,5263,5959
9540,8444,8094,5903,7666,7487,5219,8885,5093,4654,5402,9467,6084,9277,5469,5845
9526,8634,8341,5824,7793,7331,5240,8960,5184,4594,5472,9633,5853,8981,5413,5877
9595,8552,8089,5931,7818,7237,5299,9124,5238,4756,5462,9820,5726,9202,5343,6019
9534,8421,8308,5863,7824,7305,5209,9194,5055,4825,5411,9606,5994,9160,5426,6050
9519,8516,8112,6001,7846,7350,5214,9024,5139,4688,5518,9745,5947,9061,5411,6195
