408,237,237,232,295,231,194,269,252,198,229,287,218,251,276,264
446,236,218,209,266,242,231,253,261,213,234,261,276,290,279,246
457,243,219,231,279,210,208,256,282,220,235,269,218,244,245,261
460,250,254,207,246,206,219,244,289,210,202,257,206,259,255,255
467,283,223,223,233,221,213,243,278,198,217,290,239,290,250,250
430,245,236,219,283,207,214,228,263,210,174,298,260,242,273,251
