1964,1466,1048,719,1035,794,799,1429,781,742,768,1530,768,1262,889,850
1860,1430,963,837,1098,828,769,1434,859,687,762,1513,828,1295,840,863
1880,1431,975,745,1041,781,746,1473,855,712,748,1518,825,1333,936,834
1835,1416,1015,759,986,797,793,1383,827,709,795,1475,853,1252,916,843
1952,1440,1009,734,1075,835,809,1430,852,700,744,1431,835,1281,852,873
1931,1468,1034,683,1021,829,859,1441,834,776,733,1534,850,1305,880,898
